"analog_libid","analog_name","drug_ccmsid","analog_mgf_scan","chemical_source","cleanup_name","broad_pert_iname","Kine_FDA_drug_class","Kine_broad_disease_area","Kine_broad_indication","Kine_broad_moa","inchikey"
"CCMSLIB00012725489","related spectra of 'methylprednisolone (Delta Mass:2.016)'","CCMSLIB00010152452|CCMSLIB00010152453|CCMSLIB00010152454|CCMSLIB00010152455|CCMSLIB00010152456|CCMSLIB00010152457|CCMSLIB00010152458",3129,"Drug_suspect","methylprednisolone","methylprednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","VHRSUDSXCMQTMA-PJHHCJLFSA-N"
"CCMSLIB00012725490","related spectra of 'methylprednisolone (Delta Mass:13.98)'","CCMSLIB00010152452|CCMSLIB00010152453|CCMSLIB00010152454|CCMSLIB00010152455|CCMSLIB00010152456|CCMSLIB00010152457|CCMSLIB00010152458",3130,"Drug_suspect","methylprednisolone","methylprednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","VHRSUDSXCMQTMA-PJHHCJLFSA-N"
"CCMSLIB00012725491","related spectra of 'methylprednisolone (Delta Mass:15.995)'","CCMSLIB00010152452|CCMSLIB00010152453|CCMSLIB00010152454|CCMSLIB00010152455|CCMSLIB00010152456|CCMSLIB00010152457|CCMSLIB00010152458",3131,"Drug_suspect","methylprednisolone","methylprednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","VHRSUDSXCMQTMA-PJHHCJLFSA-N"
"CCMSLIB00012725492","related spectra of 'mycophenolic acid (Delta Mass:-18.011)'","CCMSLIB00010145940|CCMSLIB00010145941|CCMSLIB00010145942|CCMSLIB00010145943|CCMSLIB00010145944",3132,"Drug_suspect","mycophenolic acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-RUDMXATFSA-N"
"CCMSLIB00012725493","related spectra of 'mycophenolic acid (Delta Mass:2.016)'","CCMSLIB00010145940|CCMSLIB00010145941|CCMSLIB00010145942|CCMSLIB00010145943|CCMSLIB00010145944",3133,"Drug_suspect","mycophenolic acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-RUDMXATFSA-N"
"CCMSLIB00012725494","related spectra of 'mycophenolic acid (Delta Mass:21.984)'","CCMSLIB00010145940|CCMSLIB00010145941|CCMSLIB00010145942|CCMSLIB00010145943|CCMSLIB00010145944",3134,"Drug_suspect","mycophenolic acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-RUDMXATFSA-N"
"CCMSLIB00012725495","related spectra of 'mycophenolic acid (Delta Mass:28.031)'","CCMSLIB00010145940|CCMSLIB00010145941|CCMSLIB00010145942|CCMSLIB00010145943|CCMSLIB00010145944",3135,"Drug_suspect","mycophenolic acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-RUDMXATFSA-N"
"CCMSLIB00012725496","related spectra of 'mycophenolic acid (Delta Mass:176.032)'","CCMSLIB00010145940|CCMSLIB00010145941|CCMSLIB00010145942|CCMSLIB00010145943|CCMSLIB00010145944",3136,"Drug_suspect","mycophenolic acid","mycophenolic-acid","antimetabolite immunosuppressant","transplant","organ rejection","inosine-5'-monophosphatase dehydrogenase inhibitor","HPNSFSBZBAHARI-RUDMXATFSA-N"
"CCMSLIB00012725497","related spectra of 'norfloxacin (Delta Mass:27.995)'","CCMSLIB00010133415|CCMSLIB00010133416|CCMSLIB00010133417|CCMSLIB00010133418|CCMSLIB00010133419|CCMSLIB00010133420|CCMSLIB00010133421|CCMSLIB00010133422",3137,"Drug_suspect","norfloxacin","norfloxacin","fluoroquinolone antimicrobial","infectious disease","urinary tract infections|gonorrhea|prostatitis","bacterial DNA gyrase inhibitor","OGJPXUAPXNRGGI-UHFFFAOYSA-N"
"CCMSLIB00012725498","related spectra of 'nortriptyline (Delta Mass:-14.016)'","CCMSLIB00010138445|CCMSLIB00010138446|CCMSLIB00010138447|CCMSLIB00010138448|CCMSLIB00010138449",3138,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012725499","related spectra of 'nortriptyline (Delta Mass:15.012)'","CCMSLIB00010138445|CCMSLIB00010138446|CCMSLIB00010138447|CCMSLIB00010138448|CCMSLIB00010138449",3139,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012725500","related spectra of 'nortriptyline (Delta Mass:27.995)'","CCMSLIB00010138445|CCMSLIB00010138446|CCMSLIB00010138447|CCMSLIB00010138448|CCMSLIB00010138449",3140,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012725501","related spectra of 'nortriptyline (Delta Mass:30.01)'","CCMSLIB00010138445|CCMSLIB00010138446|CCMSLIB00010138447|CCMSLIB00010138448|CCMSLIB00010138449",3141,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012725502","related spectra of 'nortriptyline (Delta Mass:42.01)'","CCMSLIB00010138445|CCMSLIB00010138446|CCMSLIB00010138447|CCMSLIB00010138448|CCMSLIB00010138449",3142,"Drug_suspect","nortriptyline","nortriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","PHVGLTMQBUFIQQ-UHFFFAOYSA-N"
"CCMSLIB00012725503","related spectra of 'noscapine (Delta Mass:15.958)'","CCMSLIB00010152459|CCMSLIB00010152460|CCMSLIB00010152461|CCMSLIB00010152462|CCMSLIB00010152463|CCMSLIB00010152464|CCMSLIB00010152465|CCMSLIB00010152466",3143,"Drug_suspect","noscapine","noscapine","opium alkaloids and derivatives","pulmonary","cough suppressant","bradykinin receptor antagonist|tubulin polymerization inhibitor","AKNNEGZIBPJZJG-MSOLQXFVSA-N"
"CCMSLIB00012725504","related spectra of 'noscapine (Delta Mass:15.995)'","CCMSLIB00010152459|CCMSLIB00010152460|CCMSLIB00010152461|CCMSLIB00010152462|CCMSLIB00010152463|CCMSLIB00010152464|CCMSLIB00010152465|CCMSLIB00010152466",3144,"Drug_suspect","noscapine","noscapine","opium alkaloids and derivatives","pulmonary","cough suppressant","bradykinin receptor antagonist|tubulin polymerization inhibitor","AKNNEGZIBPJZJG-MSOLQXFVSA-N"
"CCMSLIB00012725505","related spectra of 'noscapine (Delta Mass:18.01)'","CCMSLIB00010152459|CCMSLIB00010152460|CCMSLIB00010152461|CCMSLIB00010152462|CCMSLIB00010152463|CCMSLIB00010152464|CCMSLIB00010152465|CCMSLIB00010152466",3145,"Drug_suspect","noscapine","noscapine","opium alkaloids and derivatives","pulmonary","cough suppressant","bradykinin receptor antagonist|tubulin polymerization inhibitor","AKNNEGZIBPJZJG-MSOLQXFVSA-N"
"CCMSLIB00012725506","related spectra of 'noscapine (Delta Mass:24.995)'","CCMSLIB00010152459|CCMSLIB00010152460|CCMSLIB00010152461|CCMSLIB00010152462|CCMSLIB00010152463|CCMSLIB00010152464|CCMSLIB00010152465|CCMSLIB00010152466",3146,"Drug_suspect","noscapine","noscapine","opium alkaloids and derivatives","pulmonary","cough suppressant","bradykinin receptor antagonist|tubulin polymerization inhibitor","AKNNEGZIBPJZJG-MSOLQXFVSA-N"
"CCMSLIB00012725507","related spectra of 'ofloxacin (Delta Mass:-43.99)'","CCMSLIB00010142006|CCMSLIB00010142007|CCMSLIB00010142008|CCMSLIB00010142009|CCMSLIB00010142010",3147,"Drug_suspect","ofloxacin","levofloxacin","fluoroquinolone antimicrobial","infectious disease","pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections","bacterial DNA gyrase inhibitor","GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725508","related spectra of 'ofloxacin (Delta Mass:-14.016)'","CCMSLIB00010142006|CCMSLIB00010142007|CCMSLIB00010142008|CCMSLIB00010142009|CCMSLIB00010142010",3148,"Drug_suspect","ofloxacin","levofloxacin","fluoroquinolone antimicrobial","infectious disease","pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections","bacterial DNA gyrase inhibitor","GSDSWSVVBLHKDQ-UHFFFAOYSA-N"
"CCMSLIB00012725509","related spectra of 'omeprazole (Delta Mass:-15.995)'","CCMSLIB00010138450|CCMSLIB00010138451|CCMSLIB00010138452|CCMSLIB00010138453|CCMSLIB00010138454|CCMSLIB00010138455|CCMSLIB00010138456|CCMSLIB00010138457|CCMSLIB00010138458|CCMSLIB00010138459|CCMSLIB00010142822|CCMSLIB00010142823|CCMSLIB00010142824|CCMSLIB00010142825|CCMSLIB00010142826",3149,"Drug_suspect","omeprazole","esomeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","SUBDBMMJDZJVOS-UHFFFAOYSA-N"
"CCMSLIB00012725510","related spectra of 'omeprazole (Delta Mass:-14.016)'","CCMSLIB00010138450|CCMSLIB00010138451|CCMSLIB00010138452|CCMSLIB00010138453|CCMSLIB00010138454|CCMSLIB00010138455|CCMSLIB00010138456|CCMSLIB00010138457|CCMSLIB00010138458|CCMSLIB00010138459|CCMSLIB00010142822|CCMSLIB00010142823|CCMSLIB00010142824|CCMSLIB00010142825|CCMSLIB00010142826",3150,"Drug_suspect","omeprazole","esomeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","SUBDBMMJDZJVOS-UHFFFAOYSA-N"
"CCMSLIB00012725511","related spectra of 'omeprazole (Delta Mass:43.991)'","CCMSLIB00010138450|CCMSLIB00010138451|CCMSLIB00010138452|CCMSLIB00010138453|CCMSLIB00010138454|CCMSLIB00010138455|CCMSLIB00010138456|CCMSLIB00010138457|CCMSLIB00010138458|CCMSLIB00010138459|CCMSLIB00010142822|CCMSLIB00010142823|CCMSLIB00010142824|CCMSLIB00010142825|CCMSLIB00010142826",3151,"Drug_suspect","omeprazole","esomeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","SUBDBMMJDZJVOS-UHFFFAOYSA-N"
"CCMSLIB00012725512","related spectra of 'omeprazole (Delta Mass:192.027)'","CCMSLIB00010138450|CCMSLIB00010138451|CCMSLIB00010138452|CCMSLIB00010138453|CCMSLIB00010138454|CCMSLIB00010138455|CCMSLIB00010138456|CCMSLIB00010138457|CCMSLIB00010138458|CCMSLIB00010138459|CCMSLIB00010142822|CCMSLIB00010142823|CCMSLIB00010142824|CCMSLIB00010142825|CCMSLIB00010142826",3152,"Drug_suspect","omeprazole","esomeprazole","proton pump inhibitor","gastroenterology","gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD)","ATPase inhibitor","SUBDBMMJDZJVOS-UHFFFAOYSA-N"
"CCMSLIB00012725513","related spectra of 'ondansetron (Delta Mass:15.995)'","CCMSLIB00010143990|CCMSLIB00010143991|CCMSLIB00010143992|CCMSLIB00010143993|CCMSLIB00010143994",3153,"Drug_suspect","ondansetron","ondansetron","serotonin-3 (5-HT3) receptor antagonist","gastroenterology","nausea|vomiting","serotonin receptor antagonist","FELGMEQIXOGIFQ-UHFFFAOYSA-N"
"CCMSLIB00012725514","related spectra of 'oxaprozin (Delta Mass:14.016)'","CCMSLIB00010132210|CCMSLIB00010132211|CCMSLIB00010132212|CCMSLIB00010132213|CCMSLIB00010132214|CCMSLIB00010132215|CCMSLIB00010132216|CCMSLIB00010132217",3154,"Drug_suspect","oxaprozin","oxaprozin","nonsteroidal anti-inflammatory drug","rheumatology|neurology/psychiatry","osteoarthritis|rheumatoid arthritis","cyclooxygenase inhibitor","OFPXSFXSNFPTHF-UHFFFAOYSA-N"
"CCMSLIB00012725515","related spectra of 'phenolphthalein (Delta Mass:14.016)'","CCMSLIB00010149124|CCMSLIB00010149125|CCMSLIB00010149126|CCMSLIB00010149127|CCMSLIB00010149128",3155,"Drug_suspect","phenolphthalein","phenolphthalein","no_match",NA,NA,"indicator dye","KJFMBFZCATUALV-UHFFFAOYSA-N"
"CCMSLIB00012725516","related spectra of 'phenolphthalein (Delta Mass:27.047)'","CCMSLIB00010149124|CCMSLIB00010149125|CCMSLIB00010149126|CCMSLIB00010149127|CCMSLIB00010149128",3156,"Drug_suspect","phenolphthalein","phenolphthalein","no_match",NA,NA,"indicator dye","KJFMBFZCATUALV-UHFFFAOYSA-N"
"CCMSLIB00012725517","related spectra of 'piperacillin (Delta Mass:-28.031)'","CCMSLIB00010151522|CCMSLIB00010151523|CCMSLIB00010151524|CCMSLIB00010151525|CCMSLIB00010151526",3157,"Drug_suspect","piperacillin","piperacillin","penicillin class antibacterial","infectious disease","intra-abdominal infections|skin infections|pelvic inflammatory disease|pneumonia|gram-positive bacterial infections|gram-negative bacterial infections","bacterial cell wall synthesis inhibitor","IVBHGBMCVLDMKU-GXNBUGAJSA-N"
"CCMSLIB00012725518","related spectra of 'piperacillin (Delta Mass:15.012)'","CCMSLIB00010151522|CCMSLIB00010151523|CCMSLIB00010151524|CCMSLIB00010151525|CCMSLIB00010151526",3158,"Drug_suspect","piperacillin","piperacillin","penicillin class antibacterial","infectious disease","intra-abdominal infections|skin infections|pelvic inflammatory disease|pneumonia|gram-positive bacterial infections|gram-negative bacterial infections","bacterial cell wall synthesis inhibitor","IVBHGBMCVLDMKU-GXNBUGAJSA-N"
"CCMSLIB00012725519","related spectra of 'piperacillin (Delta Mass:17.027)'","CCMSLIB00010151522|CCMSLIB00010151523|CCMSLIB00010151524|CCMSLIB00010151525|CCMSLIB00010151526",3159,"Drug_suspect","piperacillin","piperacillin","penicillin class antibacterial","infectious disease","intra-abdominal infections|skin infections|pelvic inflammatory disease|pneumonia|gram-positive bacterial infections|gram-negative bacterial infections","bacterial cell wall synthesis inhibitor","IVBHGBMCVLDMKU-GXNBUGAJSA-N"
"CCMSLIB00012725520","related spectra of 'prednisolone (Delta Mass:-36.021)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3160,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725521","related spectra of 'prednisolone (Delta Mass:-18.011)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3161,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725522","related spectra of 'prednisolone (Delta Mass:-15.995)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3162,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725523","related spectra of 'prednisolone (Delta Mass:-14.016)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3163,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725524","related spectra of 'prednisolone (Delta Mass:2.016)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3164,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725525","related spectra of 'prednisolone (Delta Mass:79.957)'","CCMSLIB00010134088|CCMSLIB00010134089|CCMSLIB00010134090|CCMSLIB00010134091|CCMSLIB00010134092|CCMSLIB00010134093|CCMSLIB00010134094|CCMSLIB00010134095|CCMSLIB00010134096|CCMSLIB00010134097",3165,"Drug_suspect","prednisolone","prednisolone","corticosteroid","dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry","serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended","glucocorticoid receptor agonist","OIGNJSKKLXVSLS-VWUMJDOOSA-N"
"CCMSLIB00012725526","related spectra of 'protriptyline (Delta Mass:-14.016)'","CCMSLIB00010137913|CCMSLIB00010137914|CCMSLIB00010137915|CCMSLIB00010137916|CCMSLIB00010137917|CCMSLIB00010137918|CCMSLIB00010137919|CCMSLIB00010137920",3166,"Drug_suspect","protriptyline","protriptyline","tricyclic antidepressant (TCA)","neurology/psychiatry","depression","tricyclic antidepressant","BWPIARFWQZKAIA-UHFFFAOYSA-N"
"CCMSLIB00012725527","related spectra of 'quetiapine (Delta Mass:-88.053)'","CCMSLIB00010139368|CCMSLIB00010139369|CCMSLIB00010139370|CCMSLIB00010139371|CCMSLIB00010139372|CCMSLIB00010139373|CCMSLIB00010139374|CCMSLIB00010139375|CCMSLIB00010145183|CCMSLIB00010145184|CCMSLIB00010145185|CCMSLIB00010145186|CCMSLIB00010145187|CCMSLIB00010145188|CCMSLIB00010145189|CCMSLIB00010145190",3167,"Drug_suspect","quetiapine","quetiapine","atypical antipsychotic","neurology/psychiatry","schizophrenia|bipolar disorder","dopamine receptor antagonist|serotonin receptor antagonist","URKOMYMAXPYINW-UHFFFAOYSA-N"
"CCMSLIB00012725528","related spectra of 'quetiapine (Delta Mass:-44.026)'","CCMSLIB00010139368|CCMSLIB00010139369|CCMSLIB00010139370|CCMSLIB00010139371|CCMSLIB00010139372|CCMSLIB00010139373|CCMSLIB00010139374|CCMSLIB00010139375|CCMSLIB00010145183|CCMSLIB00010145184|CCMSLIB00010145185|CCMSLIB00010145186|CCMSLIB00010145187|CCMSLIB00010145188|CCMSLIB00010145189|CCMSLIB00010145190",3168,"Drug_suspect","quetiapine","quetiapine","atypical antipsychotic","neurology/psychiatry","schizophrenia|bipolar disorder","dopamine receptor antagonist|serotonin receptor antagonist","URKOMYMAXPYINW-UHFFFAOYSA-N"
"CCMSLIB00012725529","related spectra of 'quetiapine (Delta Mass:-16.031)'","CCMSLIB00010139368|CCMSLIB00010139369|CCMSLIB00010139370|CCMSLIB00010139371|CCMSLIB00010139372|CCMSLIB00010139373|CCMSLIB00010139374|CCMSLIB00010139375|CCMSLIB00010145183|CCMSLIB00010145184|CCMSLIB00010145185|CCMSLIB00010145186|CCMSLIB00010145187|CCMSLIB00010145188|CCMSLIB00010145189|CCMSLIB00010145190",3169,"Drug_suspect","quetiapine","quetiapine","atypical antipsychotic","neurology/psychiatry","schizophrenia|bipolar disorder","dopamine receptor antagonist|serotonin receptor antagonist","URKOMYMAXPYINW-UHFFFAOYSA-N"
"CCMSLIB00012725530","related spectra of 'quetiapine (Delta Mass:-2.016)'","CCMSLIB00010139368|CCMSLIB00010139369|CCMSLIB00010139370|CCMSLIB00010139371|CCMSLIB00010139372|CCMSLIB00010139373|CCMSLIB00010139374|CCMSLIB00010139375|CCMSLIB00010145183|CCMSLIB00010145184|CCMSLIB00010145185|CCMSLIB00010145186|CCMSLIB00010145187|CCMSLIB00010145188|CCMSLIB00010145189|CCMSLIB00010145190",3170,"Drug_suspect","quetiapine","quetiapine","atypical antipsychotic","neurology/psychiatry","schizophrenia|bipolar disorder","dopamine receptor antagonist|serotonin receptor antagonist","URKOMYMAXPYINW-UHFFFAOYSA-N"
