analog_libid,name_analog,parent_drug_libid,delta_mass,analog_mgf_scan,chemical_source,name_connected_compound,pharmacologic_class,therapeutic_area,therapeutic_indication,mechanism_of_action,inchikey
CCMSLIB00012725101,related spectra of 'n-desmethylclindamycin sulfoxide (delta mass:15.995)',CCMSLIB00005716878,15.99,2741,Drug_suspect,n-desmethylclindamycin sulfoxide,lincosamide antibacterial,infectious disease,respiratory tract infections|pneumonia|skin infections|gynecologic infections|intra-abdominal infections|bacterial septicemia|bone and joint infections,bacterial 50S ribosomal subunit inhibitor,RKZYQAJFAZGGKD-UHFFFAOYSA-N
CCMSLIB00012725102,related spectra of 'n-desmethylclindamycin sulfoxide (delta mass:27.995)',CCMSLIB00005716878,27.99,2742,Drug_suspect,n-desmethylclindamycin sulfoxide,lincosamide antibacterial,infectious disease,respiratory tract infections|pneumonia|skin infections|gynecologic infections|intra-abdominal infections|bacterial septicemia|bone and joint infections,bacterial 50S ribosomal subunit inhibitor,RKZYQAJFAZGGKD-UHFFFAOYSA-N
CCMSLIB00012725103,"related spectra of 'ncgc00015878-07!methyl 18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate (delta mass:2.016)'",CCMSLIB00000848723,2.02,2743,Drug_suspect,yohimbine,drugs used in erectile dysfunction,urology,erectile dysfunction,adrenergic receptor antagonist,BLGXFZZNTVWLAY-UHFFFAOYSA-N
CCMSLIB00012725104,"related spectra of 'ncgc00015878-07!methyl 18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate (delta mass:15.995)'",CCMSLIB00000848723,15.99,2744,Drug_suspect,yohimbine,drugs used in erectile dysfunction,urology,erectile dysfunction,adrenergic receptor antagonist,BLGXFZZNTVWLAY-UHFFFAOYSA-N
CCMSLIB00012725105,"related spectra of 'ncgc00015878-08_c21h26n2o3_methyl (16alpha,17alpha)-17-hydroxyyohimban-16-carboxylate (delta mass:1.978)'",CCMSLIB00000854883|CCMSLIB00000854885,1.98,2745,Drug_suspect,yohimbine,drugs used in erectile dysfunction,urology,erectile dysfunction,adrenergic receptor antagonist,BLGXFZZNTVWLAY-UHFFFAOYSA-N
CCMSLIB00012725106,related spectra of 'ncgc00179585-04_c35h42n2o9_cinnaloid (delta mass:15.995)',CCMSLIB00000853201,15.99,2746,Drug_suspect,rescinnamine,rauwolfia alkaloids,cardiology,hypertension,angiotensin converting enzyme (ACE) inhibitor,SZLZWPPUNLXJEA-QEGASFHISA-N
CCMSLIB00012725107,"related spectra of 'ncgc00180529-03!(3s,6r,9s,12r,15s,18r)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [iin-based on: ccmslib00000846051] (delta mass:-14.016)'",CCMSLIB00005723171|CCMSLIB00005723172|CCMSLIB00005723173|CCMSLIB00005723174,-14.02,2747,Drug_suspect,fusafungine,no_match,no_match,no_match,no_match,MIZMDSVSLSIMSC-VYLWARHZSA-N
CCMSLIB00012725108,"related spectra of 'ncgc00180529-03!(3s,6r,9s,12r,15s,18r)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [iin-based on: ccmslib00000846051] (delta mass:28.031)'",CCMSLIB00005723171|CCMSLIB00005723172|CCMSLIB00005723173|CCMSLIB00005723174,28.03,2748,Drug_suspect,fusafungine,no_match,no_match,no_match,no_match,MIZMDSVSLSIMSC-VYLWARHZSA-N
CCMSLIB00012725109,"related spectra of 'ncgc00180529-03!(3s,6r,9s,12r,15s,18r)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [iin-based on: ccmslib00000846051] (delta mass:29.974)'",CCMSLIB00005723171|CCMSLIB00005723172|CCMSLIB00005723173|CCMSLIB00005723174,29.97,2749,Drug_suspect,fusafungine,no_match,no_match,no_match,no_match,MIZMDSVSLSIMSC-VYLWARHZSA-N
CCMSLIB00012725110,"related spectra of 'ncgc00180529-03!(3s,6r,9s,12r,15s,18r)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone [iin-based on: ccmslib00000846051] (delta mass:43.991)'",CCMSLIB00005723171|CCMSLIB00005723172|CCMSLIB00005723173|CCMSLIB00005723174,43.99,2750,Drug_suspect,fusafungine,no_match,no_match,no_match,no_match,MIZMDSVSLSIMSC-VYLWARHZSA-N
CCMSLIB00012725111,"related spectra of 'ncgc00385066-01!2-[(1s,6s)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol (delta mass:-28.031)'",CCMSLIB00000848975,-28.03,2751,Drug_suspect,cannabidiol,cannabinoid,neurology/psychiatry,Lennox-Gastaut syndrome|Dravet syndrome|seizures|pain,cannabinoid receptor modulator,QHMBSVQNZZTUGM-MSOLQXFVSA-N
CCMSLIB00012725112,"related spectra of 'ncgc00385066-01!2-[(1s,6s)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol (delta mass:18.01)'",CCMSLIB00000848975,18.01,2752,Drug_suspect,cannabidiol,cannabinoid,neurology/psychiatry,Lennox-Gastaut syndrome|Dravet syndrome|seizures|pain,cannabinoid receptor modulator,QHMBSVQNZZTUGM-MSOLQXFVSA-N
CCMSLIB00012725113,"related spectra of 'ncgc00385454-01_c20h26n2o2_ajmalan-17,21-diol, (17r,21alpha)- (delta mass:2.016)'",CCMSLIB00000851795,2.02,2753,Drug_suspect,ajmaline,no_match,cardiology,Wolff-Parkinson-White Syndrome (WPW),sodium channel blocker,CJDRUOGAGYHKKD-RPVHCMHVSA-N
CCMSLIB00012725114,related spectra of 'nelarabine (delta mass:-15.011)',CCMSLIB00000005883|CCMSLIB00000005884|CCMSLIB00000005885|CCMSLIB00010140555|CCMSLIB00010140556|CCMSLIB00010140557|CCMSLIB00010140558|CCMSLIB00010140559,-15.01,2754,Drug_suspect,nelarabine|nelarabine,nucleoside metabolic inhibitor,hematologic malignancy,acute lymphoblastic leukemia (ALL),DNA synthesis inhibitor|T cell inhibitor,IXOXBSCIXZEQEQ-UHTZMRCNSA-N
CCMSLIB00012725115,related spectra of 'nelarabine (delta mass:13.98)',CCMSLIB00000005883|CCMSLIB00000005884|CCMSLIB00000005885|CCMSLIB00010140555|CCMSLIB00010140556|CCMSLIB00010140557|CCMSLIB00010140558|CCMSLIB00010140559,13.98,2755,Drug_suspect,nelarabine|nelarabine,nucleoside metabolic inhibitor,hematologic malignancy,acute lymphoblastic leukemia (ALL),DNA synthesis inhibitor|T cell inhibitor,IXOXBSCIXZEQEQ-UHTZMRCNSA-N
CCMSLIB00012725116,related spectra of 'norfloxacin (norxacin) (delta mass:27.995)',CCMSLIB00000078174|CCMSLIB00000078175,27.99,2756,Drug_suspect,norfloxacin,fluoroquinolone antimicrobial,infectious disease,urinary tract infections|gonorrhea|prostatitis,bacterial DNA gyrase inhibitor,OGJPXUAPXNRGGI-UHFFFAOYSA-N
CCMSLIB00012725117,related spectra of 'norverapamil (delta mass:-14.016)',CCMSLIB00009919351|CCMSLIB00010130543|CCMSLIB00010130544|CCMSLIB00010130545|CCMSLIB00010130546|CCMSLIB00010130547|CCMSLIB00010130548|CCMSLIB00010130549|CCMSLIB00010130550,-14.02,2757,Drug_suspect,norverapamil,nondihydropyridine calcium channel blocker,cardiology,hypertension|angina pectoris|arrhythmia,calcium channel blocker,UPKQNCPKPOLASS-UHFFFAOYSA-N
CCMSLIB00012725118,related spectra of 'norverapamil (delta mass:15.995)',CCMSLIB00009919351|CCMSLIB00010130543|CCMSLIB00010130544|CCMSLIB00010130545|CCMSLIB00010130546|CCMSLIB00010130547|CCMSLIB00010130548|CCMSLIB00010130549|CCMSLIB00010130550,15.99,2758,Drug_suspect,norverapamil,nondihydropyridine calcium channel blocker,cardiology,hypertension|angina pectoris|arrhythmia,calcium channel blocker,UPKQNCPKPOLASS-UHFFFAOYSA-N
CCMSLIB00012725119,related spectra of 'norverapamil (delta mass:176.032)',CCMSLIB00009919351|CCMSLIB00010130543|CCMSLIB00010130544|CCMSLIB00010130545|CCMSLIB00010130546|CCMSLIB00010130547|CCMSLIB00010130548|CCMSLIB00010130549|CCMSLIB00010130550,176.03,2759,Drug_suspect,norverapamil,nondihydropyridine calcium channel blocker,cardiology,hypertension|angina pectoris|arrhythmia,calcium channel blocker,UPKQNCPKPOLASS-UHFFFAOYSA-N
CCMSLIB00012725120,related spectra of 'olmesartan medoxomil (delta mass:-18.011)',CCMSLIB00000079017,-18.01,2760,Drug_suspect,olmesartan medoxomil,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,angiotensin receptor antagonist,UQGKUQLKSCSZGY-UHFFFAOYSA-N
CCMSLIB00012725121,related spectra of 'olmesartan medoxomil (delta mass:28.031)',CCMSLIB00000079017,28.03,2761,Drug_suspect,olmesartan medoxomil,angiotensin II receptor blocker,cardiology|nephrology,hypertension|congestive heart failure|chronic kidney disease|diabetic nephropaty,angiotensin receptor antagonist,UQGKUQLKSCSZGY-UHFFFAOYSA-N
CCMSLIB00012725122,related spectra of 'octocrylene (delta mass:17.027)',CCMSLIB00000077208,17.03,2762,Drug_suspect,octocrylene,no_match,dermatology,sunscreen lotion,NA,FMJSMJQBSVNSBF-UHFFFAOYSA-N
CCMSLIB00012725123,related spectra of 'octocrylene (delta mass:30.01)',CCMSLIB00000077208,30.01,2763,Drug_suspect,octocrylene,no_match,dermatology,sunscreen lotion,NA,FMJSMJQBSVNSBF-UHFFFAOYSA-N
CCMSLIB00012725124,related spectra of 'ofloxacin (delta mass:-14.016)',CCMSLIB00000076983|CCMSLIB00000076984|CCMSLIB00000081724,-14.02,2764,Drug_suspect,ofloxacin,fluoroquinolone antimicrobial,infectious disease,pneumonia|sinusitis|bronchitis|skin infections|prostatitis|urinary tract infections|pyelonephritis|anthrax|plague|gram-negative bacterial infections|gram-positive bacterial infections,bacterial DNA gyrase inhibitor,GSDSWSVVBLHKDQ-UHFFFAOYSA-N
CCMSLIB00012725125,related spectra of 'omeprazole (delta mass:192.027)',CCMSLIB00000579449|CCMSLIB00004679253,192.03,2765,Drug_suspect,omeprazole,proton pump inhibitor,gastroenterology,gastroesophageal reflux disease (GERD)|Zollinger-Ellison syndrome|peptic ulcer disease (PUD),ATPase inhibitor,SUBDBMMJDZJVOS-UHFFFAOYSA-N
CCMSLIB00012725126,"related spectra of 'ondansetron aka ""9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1h-carbazol-4-one"" (delta mass:15.995)'",CCMSLIB00000079015,15.99,2766,Drug_suspect,ondansetron,serotonin-3 (5-HT3) receptor antagonist,gastroenterology,nausea|vomiting,serotonin receptor antagonist,FELGMEQIXOGIFQ-UHFFFAOYSA-N
CCMSLIB00012725127,related spectra of 'oxfendazole (delta mass:15.995)',CCMSLIB00000078305|CCMSLIB00010151563|CCMSLIB00010151564|CCMSLIB00010151565|CCMSLIB00010151566|CCMSLIB00010151567,15.99,2767,Drug_suspect,oxfendazole|oxfendazole,benzimidazoles and related substances|veterinary,infectious disease,lungworms|tapeworm|gastrointestinal roundworms,anthelmintic agent,BEZZFPOZAYTVHN-UHFFFAOYSA-N
CCMSLIB00012725128,related spectra of 'oxymatrine (delta mass:-2.016)',CCMSLIB00005778375|CCMSLIB00006439216|CCMSLIB00006439217|CCMSLIB00006439294|CCMSLIB00006439295|CCMSLIB00006439372|CCMSLIB00006439373|CCMSLIB00006439444|CCMSLIB00006439445|CCMSLIB00006439513|CCMSLIB00006439514|CCMSLIB00006516421|CCMSLIB00006516422|CCMSLIB00006516445|CCMSLIB00006516446|CCMSLIB00006516464|CCMSLIB00006516465|CCMSLIB00006516487|CCMSLIB00006516488|CCMSLIB00006516699|CCMSLIB00006516700|CCMSLIB00006516716|CCMSLIB00006516717|CCMSLIB00006516735|CCMSLIB00006516736|CCMSLIB00006516754|CCMSLIB00006516755|CCMSLIB00006516961|CCMSLIB00006516978|CCMSLIB00006516979|CCMSLIB00006516997|CCMSLIB00006517018|CCMSLIB00006517202|CCMSLIB00006517215|CCMSLIB00006517230|CCMSLIB00006517243|CCMSLIB00006517402|CCMSLIB00006517414|CCMSLIB00006517415|CCMSLIB00006517434|CCMSLIB00006517446|CCMSLIB00006517447|CCMSLIB00010133989|CCMSLIB00010133990|CCMSLIB00010133991|CCMSLIB00010133992|CCMSLIB00010133994|CCMSLIB00010133995,-2.02,2768,Drug_suspect,oxymatrine|oxymatrine,no_match,NA,NA,NA,XVPBINOPNYFXID-LHDUFFHYSA-N|NA
CCMSLIB00012725129,related spectra of 'oxymatrine (delta mass:15.995)',CCMSLIB00005778375|CCMSLIB00006439216|CCMSLIB00006439217|CCMSLIB00006439294|CCMSLIB00006439295|CCMSLIB00006439372|CCMSLIB00006439373|CCMSLIB00006439444|CCMSLIB00006439445|CCMSLIB00006439513|CCMSLIB00006439514|CCMSLIB00006516421|CCMSLIB00006516422|CCMSLIB00006516445|CCMSLIB00006516446|CCMSLIB00006516464|CCMSLIB00006516465|CCMSLIB00006516487|CCMSLIB00006516488|CCMSLIB00006516699|CCMSLIB00006516700|CCMSLIB00006516716|CCMSLIB00006516717|CCMSLIB00006516735|CCMSLIB00006516736|CCMSLIB00006516754|CCMSLIB00006516755|CCMSLIB00006516961|CCMSLIB00006516978|CCMSLIB00006516979|CCMSLIB00006516997|CCMSLIB00006517018|CCMSLIB00006517202|CCMSLIB00006517215|CCMSLIB00006517230|CCMSLIB00006517243|CCMSLIB00006517402|CCMSLIB00006517414|CCMSLIB00006517415|CCMSLIB00006517434|CCMSLIB00006517446|CCMSLIB00006517447|CCMSLIB00010133989|CCMSLIB00010133990|CCMSLIB00010133991|CCMSLIB00010133992|CCMSLIB00010133994|CCMSLIB00010133995,15.99,2769,Drug_suspect,oxymatrine|oxymatrine,no_match,NA,NA,NA,XVPBINOPNYFXID-LHDUFFHYSA-N|NA
CCMSLIB00012725130,related spectra of 'piperonyl butoxide (delta mass:28.031)',CCMSLIB00010146985|CCMSLIB00010146986|CCMSLIB00010146987|CCMSLIB00010146988|CCMSLIB00010146989|CCMSLIB00010146998|CCMSLIB00010146999,28.03,2770,Drug_suspect,piperonyl butoxide,no_match,infectious disease,lice,cytochrome P450 inhibitor,FIPWRIJSWJWJAI-UHFFFAOYSA-N
CCMSLIB00012725131,related spectra of 'prednisolone hemisuccinate (delta mass:-18.011)',CCMSLIB00010144769|CCMSLIB00010144770|CCMSLIB00010144771|CCMSLIB00010144772|CCMSLIB00010144773|CCMSLIB00010144774|CCMSLIB00010144775|CCMSLIB00010144776|CCMSLIB00010144777|CCMSLIB00010144778|CCMSLIB00010144779|CCMSLIB00010144780|CCMSLIB00010144781,-18.01,2771,Drug_suspect,prednisolone hemisuccinate,corticosteroid,dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry,serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended,glucocorticoid receptor agonist,APGDTXUMTIZLCJ-CGVGKPPMSA-N
CCMSLIB00012725132,related spectra of 'prednisolone hemisuccinate (delta mass:18.01)',CCMSLIB00010144769|CCMSLIB00010144770|CCMSLIB00010144771|CCMSLIB00010144772|CCMSLIB00010144773|CCMSLIB00010144774|CCMSLIB00010144775|CCMSLIB00010144776|CCMSLIB00010144777|CCMSLIB00010144778|CCMSLIB00010144779|CCMSLIB00010144780|CCMSLIB00010144781,18.01,2772,Drug_suspect,prednisolone hemisuccinate,corticosteroid,dermatology|pulmonary|endocrinology|oncology|rheumatology|gastroenterology|allergy|hematologic malignancy|transplant|ophthalmology|neurology/psychiatry,serious conditions where primarily anti-inflammatory and immunosuppressive effects are intended,glucocorticoid receptor agonist,APGDTXUMTIZLCJ-CGVGKPPMSA-N
CCMSLIB00012725133,related spectra of 'pesticide1_carbaryl_c12h11no2_1-naphthyl methylcarbamate (delta mass:15.012)',CCMSLIB00001058720,15.01,2773,Drug_suspect,carbaryl,insecticide,NA,insect pests,acetylcholinesterase inhibitor,CVXBEEMKQHEXEN-UHFFFAOYSA-N
CCMSLIB00012725134,"related spectra of 'pesticide4_boscalid_c18h12cl2n2o_3-pyridinecarboxamide, 2-chloro-n-(4'-chloro[1,1'-biphenyl]-2-yl)- (delta mass:-56.062)'",CCMSLIB00001058347|CCMSLIB00001058363|CCMSLIB00001058507|CCMSLIB00001058508|CCMSLIB00001058748|CCMSLIB00001058753|CCMSLIB00001058945|CCMSLIB00001058947,-56.06,2774,Drug_suspect,boscalid,no_match,no_match,no_match,no_match,WYEMLYFITZORAB-UHFFFAOYSA-N
CCMSLIB00012725135,"related spectra of 'pesticide4_boscalid_c18h12cl2n2o_3-pyridinecarboxamide, 2-chloro-n-(4'-chloro[1,1'-biphenyl]-2-yl)- (delta mass:21.984)'",CCMSLIB00001058347|CCMSLIB00001058363|CCMSLIB00001058507|CCMSLIB00001058508|CCMSLIB00001058748|CCMSLIB00001058753|CCMSLIB00001058945|CCMSLIB00001058947,21.98,2775,Drug_suspect,boscalid,no_match,no_match,no_match,no_match,WYEMLYFITZORAB-UHFFFAOYSA-N
CCMSLIB00012725136,"related spectra of 'pesticide4_eprinomectin_c50h75no14_(1'r,2s,4's,5s,6r,8'r,10'e,12's,13's,14'e,16'e,20'r,21'r,24's)-6-[(2r)-2-butanyl]-21',24'-dihydroxy-5,11',13',22'-tetramethyl-2'-oxo-5,6-dihydrospiro[pyran-2,6'-[3,7,19]trioxatetracyclo[15.6.1.1~4,8~.0~20,24~]pentacosa[10,14,16,22]tetraen]-12'-yl 4-o-(4-acetamido-2,4,6-trideoxy-3-o-methyl-alpha-l-arabino-hexopyranosyl)-2,6-dideoxy-3-o-methyl-alpha-l-arabino-hexopyranoside (delta mass:-18.011)'",CCMSLIB00001058402|CCMSLIB00001058636|CCMSLIB00001058637|CCMSLIB00001058870|CCMSLIB00001058872|CCMSLIB00001059015,-18.01,2776,Drug_suspect,eprinomectin,avermectins|veterinary,infectious disease,gastrointestinal roundworms|lungworms,benzodiazepine receptor agonist,ZKWQQXZUCOBISE-UHFFFAOYSA-N
CCMSLIB00012725137,related spectra of 'pesticide4_piperonyl butoxide_c19h30o5_butacide (delta mass:28.031)',CCMSLIB00001058601|CCMSLIB00001058606|CCMSLIB00001058840|CCMSLIB00001058997|CCMSLIB00001058999,28.03,2777,Drug_suspect,piperonyl butoxide,no_match,infectious disease,lice,cytochrome P450 inhibitor,FIPWRIJSWJWJAI-UHFFFAOYSA-N
CCMSLIB00012725138,related spectra of 'pioglitazone (delta mass:15.995)',CCMSLIB00010131176|CCMSLIB00010131177|CCMSLIB00010131178|CCMSLIB00010131179|CCMSLIB00010131180|CCMSLIB00010131181|CCMSLIB00010131182|CCMSLIB00010131183|CCMSLIB00010150257|CCMSLIB00010150258|CCMSLIB00010150259|CCMSLIB00010150260|CCMSLIB00010150261|CCMSLIB00010150262|CCMSLIB00010150263|CCMSLIB00010150264,15.99,2778,Drug_suspect,pioglitazone,peroxisome proliferator-activated receptor (PPAR) gamma agonist,endocrinology,type 2 diabetes mellitus,insulin sensitizer|PPAR receptor agonist,HYAFETHFCAUJAY-UHFFFAOYSA-N
CCMSLIB00012725139,related spectra of 'piroxicam (feldene) (delta mass:15.995)',CCMSLIB00000078247|CCMSLIB00000078248,15.99,2779,Drug_suspect,piroxicam,nonsteroidal anti-inflammatory drug,rheumatology|neurology/psychiatry,osteoarthritis|rheumatoid arthritis,cyclooxygenase inhibitor,QYSPLQLAKJAUJT-UHFFFAOYSA-N
CCMSLIB00012725140,related spectra of 'quetiapine hemifumarate (delta mass:-44.026)',CCMSLIB00000079141,-44.03,2780,Drug_suspect,quetiapine,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,URKOMYMAXPYINW-UHFFFAOYSA-N
CCMSLIB00012725141,related spectra of 'quetiapine hemifumarate (delta mass:15.995)',CCMSLIB00000079141,15.99,2781,Drug_suspect,quetiapine,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,URKOMYMAXPYINW-UHFFFAOYSA-N
CCMSLIB00012725142,related spectra of 'quinapril hydrochloride (delta mass:-28.031)',CCMSLIB00000077139|CCMSLIB00000077140|CCMSLIB00000077141,-28.03,2782,Drug_suspect|Low_confidence,quinapril,angiotensin converting enzyme inhibitor,cardiology,hypertension|congestive heart failure,angiotensin converting enzyme inhibitor,JSDRRTOADPPCHY-HSQYWUDLSA-N
CCMSLIB00012725143,related spectra of 'quetiapine sulfoxide (delta mass:-88.053)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,-88.05,2783,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
CCMSLIB00012725144,related spectra of 'quetiapine sulfoxide (delta mass:-44.026)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,-44.03,2784,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
CCMSLIB00012725145,related spectra of 'quetiapine sulfoxide (delta mass:-26.016)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,-26.02,2785,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
CCMSLIB00012725146,related spectra of 'quetiapine sulfoxide (delta mass:13.98)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,13.98,2786,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
CCMSLIB00012725147,related spectra of 'quetiapine sulfoxide (delta mass:15.995)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,15.99,2787,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
CCMSLIB00012725148,related spectra of 'quetiapine sulfoxide (delta mass:176.032)',CCMSLIB00010135507|CCMSLIB00010135508|CCMSLIB00010135509|CCMSLIB00010135510|CCMSLIB00010135511|CCMSLIB00010135512|CCMSLIB00010135513|CCMSLIB00010135514,176.03,2788,Drug_suspect,quetiapine sulfoxide,atypical antipsychotic,neurology/psychiatry,schizophrenia|bipolar disorder,dopamine receptor antagonist|serotonin receptor antagonist,FXJNLPUSSHEDON-UHFFFAOYSA-N
